,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,predicted_price
1743,20140502T000000,4,3.25,2730,54014,1.0,0,0,3,9,1560,1170,2007,0,98059,47.5133,-122.11,2730,111274,621562.68
1744,20141121T000000,4,1.75,2510,5800,1.0,0,2,4,9,1830,680,1953,0,98199,47.648,-122.41,2190,5800,967385.52
1745,20150422T000000,3,3.0,2390,8993,2.0,0,0,3,8,1680,710,1988,0,98003,47.3532,-122.306,1820,10362,330467.1
1746,20140616T000000,4,2.5,2050,6360,2.0,0,0,3,8,2050,0,1988,0,98029,47.5641,-122.011,2070,7541,583603.64
1747,20140711T000000,3,1.5,1230,3060,1.0,0,0,3,7,910,320,1927,0,98103,47.667,-122.333,1260,4488,506493.92
1748,20150122T000000,3,0.75,1240,4000,1.0,0,0,4,7,1240,0,1968,0,98112,47.6239,-122.297,1460,4000,473526.86
1749,20150116T000000,1,1.0,680,21727,1.0,0,0,3,5,680,0,1952,1995,98058,47.44600000000001,-122.175,1470,19406,178408.53
1750,20150105T000000,3,2.75,2950,6667,2.0,0,0,3,9,2950,0,2003,0,98029,47.5577,-122.026,3340,6667,761088.77
1751,20150427T000000,3,1.75,1940,7306,1.0,0,0,3,8,1470,470,1982,0,98052,47.6632,-122.153,2360,8865,563469.78
1752,20141203T000000,4,2.5,2920,6000,2.0,0,4,3,9,2920,0,2004,0,98065,47.5333,-121.859,3100,6001,830286.26
1753,20150323T000000,2,1.0,1060,6120,1.0,0,0,3,7,1060,0,1908,0,98103,47.6739,-122.329,1730,4080,549744.33
1754,20150413T000000,6,2.5,2820,8600,1.0,0,0,5,8,1430,1390,1967,0,98006,47.565,-122.144,2070,8900,641638.5
1755,20140528T000000,5,2.0,1940,6000,1.0,0,0,5,7,970,970,1945,0,98115,47.6875,-122.287,1700,6000,593157.73
1756,20140702T000000,4,2.5,1780,6000,2.0,0,0,3,7,1780,0,1991,0,98198,47.3828,-122.302,1630,6000,280386.3
1757,20140922T000000,4,3.5,3030,5494,3.0,0,0,3,9,3030,0,2014,0,98052,47.7103,-122.109,2910,5314,813461.88
1758,20141023T000000,3,2.5,1800,3253,2.0,0,0,3,7,1800,0,2001,0,98108,47.5401,-122.292,1800,3081,318802.0
1759,20150112T000000,3,3.5,2800,7694,1.0,0,0,3,9,2800,0,2005,0,98053,47.7095,-122.022,2420,7694,761645.48
1760,20140708T000000,3,2.0,960,9380,1.0,0,0,3,6,960,0,1949,0,98146,47.4852,-122.343,1460,9240,220427.3
1761,20140722T000000,4,2.25,1500,5393,2.0,0,0,3,7,1500,0,1999,0,98001,47.3378,-122.262,1500,5952,235384.5
1762,20140624T000000,2,1.5,1200,1259,2.0,0,0,3,8,1000,200,2015,0,98144,47.6001,-122.298,1320,1852,379259.51
1763,20140617T000000,3,2.75,2750,18029,1.0,0,2,5,9,1810,940,1978,0,98006,47.5617,-122.134,2850,10021,841791.05
1764,20140814T000000,2,0.75,520,6862,1.0,0,0,4,4,520,0,1924,1980,98010,47.326,-122.037,1170,8756,189782.85
1765,20141103T000000,2,1.0,810,4838,1.0,0,0,3,5,810,0,1938,0,98055,47.4909,-122.203,890,4838,214853.6
1766,20140528T000000,3,2.0,2520,5400,1.5,0,0,4,8,1410,1110,1906,0,98119,47.6365,-122.361,1960,5400,810413.5
1767,20140505T000000,5,3.5,4010,8510,2.0,0,1,5,9,2850,1160,1971,0,98105,47.6578,-122.286,2610,6128,1289108.1
1768,20150327T000000,4,2.75,2580,3560,1.5,0,0,5,7,1710,870,1917,0,98115,47.6753,-122.304,1980,3800,725423.5
1769,20150504T000000,3,3.0,2440,2076,2.0,0,0,3,8,1930,510,2006,0,98126,47.5476,-122.37,2440,2310,587140.27
1770,20140805T000000,6,1.75,2210,8594,1.0,0,0,3,7,1310,900,1959,0,98188,47.4594,-122.273,1850,8594,308279.04
1771,20140625T000000,3,2.5,2420,7307,2.0,0,0,3,7,2420,0,1998,0,98065,47.5361,-121.871,2420,5577,454529.0
1772,20150115T000000,1,1.75,1020,4512,1.0,0,0,3,7,770,250,1937,0,98115,47.6724,-122.266,1230,5029,482688.05
1773,20150409T000000,4,3.25,3030,7644,2.0,0,0,3,8,2830,200,2006,0,98065,47.5457,-121.881,3400,6908,640126.15
1774,20141209T000000,3,2.25,2220,15757,1.0,0,0,3,8,1280,940,1982,0,98074,47.6212,-122.043,2020,14098,513435.95
1775,20140609T000000,2,1.0,800,5000,1.0,0,0,3,7,800,0,1906,0,98107,47.6751,-122.372,1410,5000,426368.18
1776,20141015T000000,4,2.5,2310,7384,2.0,0,0,3,8,2310,0,2010,0,98042,47.3737,-122.165,2310,7800,354769.45
1777,20140609T000000,3,1.75,1330,6301,1.0,0,0,3,7,1330,0,1998,0,98002,47.3411,-122.219,1330,6144,228200.5
1778,20141211T000000,2,1.0,870,3121,1.0,0,0,4,7,870,0,1923,0,98107,47.6659,-122.369,1570,1777,483143.0
1779,20150417T000000,3,1.75,1250,8100,1.0,0,0,3,7,1250,0,1951,2004,98146,47.5016,-122.348,1300,8175,298263.0
1780,20150225T000000,3,1.75,1720,223377,1.0,0,0,3,7,1240,480,1950,0,98019,47.7329,-121.92,2530,221442,469717.5
1781,20140602T000000,3,2.0,1720,5525,1.0,0,2,5,7,960,760,1941,0,98108,47.559,-122.298,1760,5525,486329.28
1782,20150206T000000,6,1.0,1430,20620,2.0,0,0,3,7,1430,0,1954,0,98004,47.6255,-122.209,2450,10080,779325.75
1783,20140506T000000,3,1.0,1050,6874,1.0,0,0,3,6,1050,0,1954,0,98133,47.762,-122.355,1500,8954,290026.4
1784,20140728T000000,3,1.0,1300,9000,1.0,0,0,3,7,1300,0,1956,0,98133,47.7352,-122.337,1500,9600,348024.04
1785,20141030T000000,5,2.25,2960,7680,1.0,0,2,5,8,1550,1410,1958,0,98199,47.6456,-122.389,2860,7680,939598.9
1786,20140624T000000,6,2.75,2840,8346,1.0,0,0,5,8,1420,1420,1961,0,98118,47.5518,-122.266,2250,8346,673497.35
1787,20140721T000000,3,3.25,1500,1442,2.0,0,0,3,8,1150,350,2007,0,98106,47.5592,-122.362,1500,1533,390111.58
1788,20141006T000000,3,1.0,1040,7288,1.0,0,0,3,7,1040,0,1959,0,98125,47.7287,-122.311,1160,7287,325605.85
1789,20150507T000000,5,1.75,2690,21357,1.0,0,0,4,7,1420,1270,1952,0,98004,47.5831,-122.191,2600,17539,803333.5
1790,20140715T000000,2,1.5,1140,1058,3.0,0,0,3,7,1140,0,2005,0,98103,47.6608,-122.333,1170,1116,429955.53
1791,20140509T000000,3,1.0,1620,30736,1.5,0,0,4,7,1620,0,1911,1977,98006,47.5719,-122.119,2440,28826,590014.5
1792,20141230T000000,3,1.0,1920,6710,1.0,0,0,3,7,1320,600,1959,0,98118,47.5346,-122.286,1810,5600,398895.0
1793,20140509T000000,5,3.0,3480,57499,1.0,0,0,4,8,2340,1140,1976,0,98027,47.4574,-122.024,2020,40946,568227.22
1794,20141031T000000,5,3.25,3540,5971,1.0,0,2,3,10,2000,1540,2005,0,98033,47.6643,-122.202,2820,6029,1188019.96
1795,20140915T000000,2,1.75,2040,114562,1.0,0,0,4,7,2040,0,1968,0,98027,47.4985,-122.092,1850,94960,441289.56
1796,20150126T000000,4,2.5,1870,8190,1.0,0,0,3,7,1100,770,1977,0,98058,47.4521,-122.161,1590,9150,306666.4
1797,20150505T000000,4,2.5,2120,6497,2.0,0,0,3,7,2120,0,2003,0,98019,47.7241,-121.957,2230,6300,432415.5
1798,20141003T000000,2,1.0,750,6089,1.0,0,2,3,6,750,0,1937,0,98055,47.475,-122.199,1430,6451,255595.9
1799,20140808T000000,3,1.0,1010,7200,1.0,0,0,5,6,1010,0,1948,0,98155,47.7601,-122.307,1590,7663,316384.45
1800,20150304T000000,4,2.75,2900,5803,2.0,0,0,3,9,2900,0,2007,0,98028,47.7368,-122.232,2900,6212,609757.95
1801,20150408T000000,3,1.75,2180,7318,1.0,0,0,4,7,1210,970,1967,0,98126,47.5251,-122.37,2140,7560,417545.0
1802,20140709T000000,5,2.75,2550,7725,1.0,0,0,5,8,1390,1160,1967,0,98056,47.5388,-122.171,2450,7725,602396.75
1803,20140620T000000,5,4.0,3366,7800,2.5,0,2,3,8,2966,400,1937,0,98199,47.6466,-122.391,2340,6000,943334.09
1804,20140528T000000,3,1.75,1400,4000,1.0,0,0,3,7,870,530,1951,0,98117,47.6913,-122.381,1400,4000,492419.75
1805,20150327T000000,4,2.25,1850,9911,1.0,0,0,4,7,1850,0,1957,0,98008,47.6019,-122.116,1650,8670,496410.5
1806,20141216T000000,4,3.25,5080,27755,2.0,0,0,3,11,5080,0,2001,0,98006,47.5423,-122.111,4730,22326,1400257.6
1807,20140819T000000,4,2.75,2810,8570,2.0,0,0,3,10,2810,0,1993,0,98004,47.6159,-122.211,2810,9621,1280988.9
1808,20140821T000000,4,2.5,1600,14000,1.0,0,0,3,8,1310,290,1950,0,98125,47.7258,-122.326,1600,10200,444897.67
1809,20140703T000000,5,3.0,2190,4900,2.0,0,0,5,7,1490,700,1940,0,98117,47.6892,-122.386,1370,4606,663953.98
1810,20140826T000000,3,1.75,1730,9211,1.0,0,0,3,8,1730,0,1961,0,98125,47.7149,-122.322,1440,9211,469660.01
1811,20141010T000000,3,1.0,1160,9600,1.0,0,0,4,7,1160,0,1967,0,98077,47.7419,-122.073,1160,9730,343165.0
1812,20150330T000000,5,3.5,3990,5000,2.0,0,0,3,8,2910,1080,2004,0,98118,47.54,-122.27,1310,5000,751387.58
1813,20141113T000000,3,1.0,1130,7014,1.0,0,0,3,7,1130,0,1954,0,98168,47.4743,-122.274,1440,9350,218795.37
1814,20141013T000000,3,2.5,2210,9226,2.0,0,0,3,8,2210,0,1998,0,98045,47.4849,-121.782,2430,8902,449495.98
1815,20141030T000000,5,2.75,2710,6220,2.0,0,0,3,8,2710,0,2014,0,98038,47.3555,-122.061,2530,4759,408189.82
1816,20140708T000000,2,2.5,2560,2500,2.0,0,0,5,8,1690,870,1901,0,98112,47.6233,-122.3,1890,5000,883909.0
1817,20141215T000000,4,1.5,1830,6985,1.0,0,0,3,7,1080,750,1967,0,98028,47.7494,-122.236,1650,9501,409260.23
1818,20141126T000000,4,2.25,2200,8384,1.0,0,0,3,7,1250,950,1959,0,98155,47.753,-122.317,1750,8384,415124.32
1819,20140813T000000,3,1.0,1170,4400,1.0,0,0,3,7,870,300,1951,0,98199,47.6584,-122.391,1240,4400,482943.46
1820,20150325T000000,4,2.5,3270,6055,2.0,0,0,3,9,3270,0,2007,0,98056,47.5374,-122.192,2740,7367,827904.35
1821,20140910T000000,3,1.0,1190,27215,1.0,0,0,5,7,1190,0,1943,1989,98059,47.4978,-122.115,1450,56628,318540.22
1822,20141113T000000,5,4.0,5190,14600,2.0,0,1,3,11,5190,0,2013,0,98039,47.6102,-122.225,3840,19250,2604241.0
1823,20141105T000000,2,1.0,890,3271,1.0,0,0,4,6,890,0,1918,0,98116,47.5631,-122.381,1190,5175,380324.0
1824,20141209T000000,5,3.5,3700,8504,2.0,0,0,3,8,2750,950,1950,2014,98105,47.669,-122.275,2370,6246,1080119.47
1825,20141204T000000,4,2.5,2060,5950,2.0,0,0,3,8,2060,0,2000,0,98030,47.3631,-122.192,2242,6406,316912.87
1826,20140814T000000,4,2.5,2040,7800,2.0,0,0,3,7,2040,0,2003,0,98168,47.473,-122.293,1860,10954,331246.52
1827,20150324T000000,3,2.5,1610,2937,2.0,0,0,3,8,1610,0,2006,0,98055,47.4489,-122.188,1610,3049,295866.5
1828,20150311T000000,3,2.5,1300,3612,2.0,0,0,3,7,1300,0,2005,0,98118,47.5328,-122.282,1390,2943,303526.8
1829,20140818T000000,4,2.75,2090,14141,1.5,0,0,4,8,1680,410,1941,0,98166,47.4333,-122.347,1990,12920,453063.85
1830,20140711T000000,2,1.0,1470,81021,1.0,0,0,4,6,1470,0,1949,0,98027,47.4771,-122.03,2600,69696,369916.74
1831,20140822T000000,3,2.5,1650,5683,2.0,0,0,3,7,1650,0,2003,0,98053,47.683,-122.035,1650,4193,462094.47
1832,20141006T000000,4,2.5,2420,8056,1.0,0,0,3,8,1680,740,1988,0,98029,47.5748,-122.013,2160,6807,593731.0
1833,20140723T000000,3,1.5,2030,14400,1.0,0,0,4,7,1310,720,1969,0,98001,47.2639,-122.285,1330,14400,258768.83
1834,20150318T000000,3,2.25,1620,7350,1.0,0,0,3,7,1170,450,1969,0,98034,47.7248,-122.179,1800,7350,424378.75
1835,20140711T000000,3,1.0,1170,1105,1.0,0,0,3,7,1170,0,1965,0,98126,47.5448,-122.375,1380,1399,323969.84
1836,20140605T000000,4,2.5,2700,5150,2.0,0,0,3,9,2700,0,2007,0,98059,47.5071,-122.148,3160,7620,544229.75
1837,20150126T000000,3,2.5,2040,13590,2.0,0,0,3,8,2040,0,2009,0,98042,47.3122,-122.04,1850,12485,342612.63
1838,20141016T000000,4,1.75,2040,3570,1.0,0,0,4,7,1020,1020,1917,0,98144,47.5754,-122.288,1790,4206,564565.32
1839,20140509T000000,4,2.25,4230,37769,2.0,0,0,3,11,4230,0,1989,0,98077,47.7287,-122.077,3890,37034,1063950.8
1840,20140522T000000,2,2.5,1520,1588,2.0,0,0,3,8,1240,280,2007,0,98144,47.5825,-122.313,1660,6000,446266.1
1841,20140506T000000,4,2.5,3040,6425,2.0,0,0,3,8,3040,0,2008,0,98052,47.6788,-122.117,3040,7800,759180.37
1842,20150427T000000,2,1.0,790,8250,1.0,0,0,3,6,790,0,1947,0,98188,47.4523,-122.286,900,8250,180889.37
1843,20141218T000000,3,2.5,2490,21937,2.0,0,0,3,8,2490,0,1993,0,98014,47.6442,-121.898,2450,21937,519040.0
1844,20150212T000000,3,1.75,1200,5478,1.0,0,0,5,6,1200,0,1955,0,98056,47.4959,-122.174,1270,6855,251445.68
1845,20140516T000000,4,2.5,3160,11380,2.0,0,0,3,9,3160,0,1983,0,98074,47.6318,-122.039,2970,10385,736965.23
1846,20140716T000000,3,1.0,1070,10125,1.0,0,0,3,7,1070,0,1961,0,98033,47.7012,-122.167,1540,10200,375140.39
1847,20140521T000000,4,2.0,2030,8120,2.0,0,0,3,7,2030,0,1950,0,98178,47.4994,-122.261,1520,9440,302043.61
1848,20150205T000000,4,2.25,2220,15232,1.0,0,0,3,9,1690,530,1978,0,98072,47.7449,-122.103,2110,15280,583684.55
1849,20150321T000000,4,2.25,2230,11200,1.0,0,0,4,7,1300,930,1977,0,98011,47.7691,-122.167,2090,10563,446712.46
1850,20140829T000000,5,3.0,4180,8561,2.0,0,0,3,7,4180,0,2003,0,98053,47.6833,-122.04,3425,6591,816713.68
1851,20150225T000000,5,1.75,1950,8720,1.0,0,0,3,7,1050,900,1962,0,98001,47.3381,-122.289,1660,8030,257635.68
1852,20141117T000000,5,1.0,2170,65340,1.5,0,0,4,7,1670,500,1930,0,98011,47.7555,-122.204,3170,12884,662313.81
1853,20140729T000000,2,2.0,1250,3360,1.0,0,0,3,7,1250,0,1957,0,98103,47.6526,-122.349,1250,3360,480687.45
1854,20140828T000000,4,2.5,4090,11225,2.0,0,0,3,10,4090,0,2005,0,98075,47.581,-121.971,3510,8762,890884.7
1855,20150409T000000,3,1.75,1220,7447,1.0,0,0,4,7,1220,0,1964,0,98033,47.6886,-122.211,1340,7200,472956.0
1856,20140826T000000,4,1.75,1850,5712,1.0,0,0,3,7,1850,0,1954,0,98115,47.6966,-122.324,1510,6038,507962.47
1857,20140602T000000,3,2.5,1960,7200,1.0,0,0,4,8,980,980,1940,0,98118,47.5655,-122.27,1440,7200,552193.62
1858,20140917T000000,2,2.75,1590,20917,1.5,0,0,3,5,1590,0,1920,0,98001,47.2786,-122.25,1310,6000,248903.2
1859,20140519T000000,4,2.5,2500,4945,2.0,0,0,3,9,2500,0,2013,0,98065,47.5185,-121.885,2760,6000,568053.17
1860,20150317T000000,3,2.5,1810,1988,2.0,0,0,3,7,1350,460,1997,0,98199,47.6513,-122.385,1600,1525,494207.88
1861,20140617T000000,3,2.0,1570,7000,2.0,0,2,4,8,1050,520,1971,0,98122,47.6061,-122.286,1990,6675,575442.9
1862,20140602T000000,3,2.75,2930,5569,1.0,0,0,3,9,1860,1070,2004,0,98072,47.7648,-122.164,2580,11045,636931.25
1863,20150114T000000,3,1.5,1500,6332,1.0,0,0,3,7,1500,0,1953,0,98125,47.7274,-122.312,1500,6337,361368.88
1864,20140905T000000,3,1.0,1200,4592,1.0,0,0,3,6,800,400,1950,0,98106,47.519,-122.352,940,4440,251224.1
1865,20140529T000000,3,1.5,2600,5085,1.0,0,0,4,7,1400,1200,1940,0,98126,47.5659,-122.376,1320,4000,544123.75
1866,20140804T000000,4,2.5,1850,5388,2.0,0,0,3,8,1850,0,2009,0,98038,47.3494,-122.041,2140,5086,335167.47
1867,20150513T000000,2,1.75,1000,1760,1.0,0,0,4,6,600,400,1924,0,98109,47.6261,-122.355,2120,2802,464734.33
1868,20150507T000000,4,2.25,2590,36256,2.0,0,0,3,8,2590,0,1978,0,98077,47.769,-122.094,2670,35657,587704.79
1869,20141013T000000,5,2.5,2570,9600,1.0,0,2,3,8,1620,950,1956,0,98125,47.7216,-122.282,2680,9900,693060.75
1870,20141030T000000,3,2.0,1670,17071,1.0,0,0,3,7,1100,570,1988,0,98014,47.69,-121.913,1660,15593,371274.94
1871,20140612T000000,3,1.75,1600,19200,1.0,0,0,4,7,1600,0,1967,0,98034,47.7202,-122.249,2010,14850,428094.11
1872,20140521T000000,3,3.25,3690,7200,2.0,0,0,3,11,3690,0,2007,0,98033,47.6815,-122.2,1880,7200,1317722.13
1873,20140903T000000,4,2.5,3370,10602,2.0,0,0,3,10,3370,0,1999,0,98007,47.6591,-122.147,2950,9949,911949.8
1874,20140723T000000,5,2.75,3010,5398,2.0,0,0,3,9,3010,0,2014,0,98074,47.6067,-122.053,3360,5407,818731.54
1875,20140527T000000,3,3.0,2520,2152,1.5,0,0,3,8,1560,960,1925,2006,98119,47.6363,-122.371,1140,2152,824668.56
1876,20141014T000000,3,1.0,1180,7200,1.5,0,0,4,7,1180,0,1949,0,98133,47.7121,-122.333,2240,7875,417373.74
1877,20140522T000000,4,2.5,2860,12394,2.0,0,0,3,10,2860,0,1999,0,98075,47.5832,-122.026,3070,8515,706303.25
1878,20141021T000000,5,3.5,4170,9090,2.0,0,0,3,10,4170,0,2008,0,98004,47.5918,-122.196,1930,13635,1794358.4
1879,20140710T000000,4,1.5,2130,5000,2.0,0,0,4,8,2130,0,1920,0,98144,47.5828,-122.291,2560,5000,819801.5
1880,20140919T000000,3,2.0,1510,3000,1.0,0,0,4,7,910,600,1972,0,98115,47.6804,-122.319,1620,4000,523037.91
1881,20140729T000000,3,3.25,3660,66211,2.0,0,0,3,10,3660,0,2003,0,98038,47.4087,-122.062,3660,107153,736200.3
1882,20141124T000000,4,1.75,2020,36400,1.0,0,0,4,8,1550,470,1976,0,98077,47.7627,-122.076,2520,38255,532317.5
1883,20140605T000000,4,2.75,2420,5773,2.0,0,0,3,8,2420,0,2005,0,98038,47.3772,-122.029,2420,6200,386037.88
1884,20150220T000000,4,2.5,2820,33750,2.0,0,0,4,9,2820,0,1984,0,98072,47.7387,-122.096,2510,36180,643566.25
1885,20141023T000000,4,1.0,1620,6000,1.5,0,0,5,7,1620,0,1905,0,98055,47.4763,-122.206,1310,6000,307997.9
1886,20140611T000000,3,2.5,2880,13500,1.0,0,4,5,8,1520,1360,1950,0,98004,47.6281,-122.216,3710,20486,1348651.0
1887,20150112T000000,3,1.0,1440,27505,1.0,0,0,3,8,1440,0,1951,0,98177,47.7553,-122.37,2430,16400,454854.74
1888,20140618T000000,4,3.25,4290,12103,1.0,0,3,3,11,2690,1600,1997,0,98006,47.5503,-122.102,3860,11244,1392970.18
1889,20141215T000000,3,2.5,2060,2551,2.0,0,0,3,8,1900,160,2001,0,98005,47.5881,-122.165,2060,2936,584665.95
1890,20150115T000000,3,1.0,1430,15246,1.0,0,0,4,7,980,450,1961,0,98031,47.4075,-122.214,1960,13068,260405.05
1891,20140528T000000,2,1.0,780,6685,1.0,0,0,4,5,780,0,1948,0,98002,47.305,-122.215,880,6695,156249.89
1892,20150116T000000,3,2.5,1820,16300,1.0,0,0,4,7,1220,600,1955,0,98166,47.4582,-122.365,1870,16300,375709.94
1893,20150327T000000,3,1.75,1540,8100,1.0,0,0,4,7,940,600,1947,0,98133,47.749,-122.351,1840,8100,382722.28
1894,20150303T000000,3,2.0,1060,651,3.0,0,0,3,7,1060,0,2007,0,98103,47.6828,-122.345,1440,1501,432770.12
1895,20140528T000000,3,2.5,2495,4400,2.0,0,0,3,8,2495,0,2007,0,98001,47.288,-122.283,2434,4400,280069.5
1896,20141211T000000,4,2.75,3190,8737,2.0,0,0,3,9,3190,0,2006,0,98065,47.523,-121.877,3240,7131,661274.94
1897,20150428T000000,4,2.5,2730,4526,2.0,0,0,3,7,2730,0,2009,0,98059,47.49100000000001,-122.153,2190,4572,430696.04
1898,20141021T000000,4,2.25,1800,9350,1.0,0,0,3,8,1800,0,1969,0,98092,47.2959,-122.191,2060,8800,290738.91
1899,20140609T000000,3,2.5,2630,10100,1.0,0,0,4,9,1580,1050,1967,0,98006,47.5638,-122.153,2400,9700,770313.17
1900,20150303T000000,4,2.5,2390,5800,2.0,0,0,3,9,2390,0,2000,0,98075,47.5965,-122.038,2590,6507,656523.9
1901,20140912T000000,4,2.5,1700,6380,1.0,0,0,4,7,850,850,1940,0,98115,47.6988,-122.319,1380,6380,466606.0
1902,20141120T000000,3,2.0,2090,15790,1.0,0,0,3,9,2090,0,1992,0,98034,47.7296,-122.199,1820,8770,597366.38
1903,20140730T000000,3,1.0,1960,7955,1.0,0,0,4,7,1260,700,1963,0,98177,47.7641,-122.364,1850,8219,392418.68
1904,20141119T000000,4,1.75,2000,6000,1.0,0,3,5,7,1000,1000,1956,0,98109,47.6428,-122.348,2610,4377,701208.02
1905,20140801T000000,3,2.5,1670,4308,2.0,0,0,3,8,1670,0,2001,0,98027,47.5307,-122.047,1670,2897,464532.0
1906,20150408T000000,3,2.5,2570,5000,1.0,0,0,4,8,1480,1090,1940,0,98105,47.6578,-122.285,2420,5484,891030.94
1907,20141110T000000,5,3.75,3290,6480,2.0,0,0,5,10,2190,1100,1938,0,98199,47.653,-122.415,2010,7639,1224935.33
1908,20140821T000000,3,2.25,2110,7279,1.0,0,0,4,9,2110,0,1984,0,98033,47.6669,-122.17,2130,7279,660048.14
1909,20140919T000000,4,2.5,2810,7549,2.0,0,0,3,9,2810,0,1992,0,98072,47.7441,-122.173,2750,7642,606589.56
1910,20140909T000000,2,1.75,2330,10143,1.0,0,2,4,7,1220,1110,1953,0,98146,47.4899,-122.359,2560,9750,449200.62
1911,20140708T000000,4,2.5,2150,3143,2.0,0,0,3,7,2150,0,2010,0,98059,47.5048,-122.154,2640,3200,397332.4
1912,20150415T000000,3,1.75,1670,10798,1.0,0,0,4,8,1670,0,1962,0,98006,47.549,-122.17,2290,10798,597192.33
1913,20140723T000000,3,2.5,1760,7601,2.0,0,0,3,8,1760,0,1992,0,98003,47.2672,-122.313,1920,6851,268330.55
1914,20141205T000000,4,1.75,1750,18810,1.0,0,0,3,7,1220,530,1977,0,98059,47.4719,-122.074,1840,17424,335189.66
1915,20140519T000000,3,2.5,1690,1613,2.0,0,0,3,8,1150,540,2014,0,98029,47.5518,-121.998,1690,1662,418232.31
1916,20140505T000000,4,2.5,2910,6338,2.0,0,0,3,8,2910,0,2008,0,98059,47.4804,-122.126,2500,5877,514697.04
1917,20140801T000000,3,1.75,1320,1014,3.0,0,0,3,9,1320,0,2015,0,98122,47.6047,-122.305,1380,1495,566217.62
1918,20140930T000000,4,2.5,2540,11100,1.0,0,0,5,7,2540,0,1957,0,98008,47.6317,-122.124,1560,11100,628117.17
1919,20141223T000000,3,2.0,2200,21890,1.0,0,2,3,8,1200,1000,1961,0,98155,47.7584,-122.271,2600,15162,592816.96
1920,20150102T000000,4,3.5,3100,2261,2.0,0,2,3,9,2250,850,1981,0,98033,47.6512,-122.202,2660,2000,1068868.17
1921,20150423T000000,3,2.25,2040,18360,2.0,0,0,4,8,2040,0,1983,0,98052,47.6976,-122.137,2590,21315,611011.44
1922,20140916T000000,2,1.0,970,2970,1.0,0,0,3,7,970,0,1910,0,98102,47.6233,-122.319,1670,3000,507849.04
1923,20141112T000000,5,3.25,4290,7019,2.5,0,0,4,10,3590,700,1927,0,98112,47.6439,-122.302,1920,4000,1572910.3
1924,20150325T000000,3,1.75,1840,7350,1.0,0,0,3,8,1370,470,1974,0,98033,47.6729,-122.166,1920,8518,541878.26
1925,20141020T000000,3,2.5,2250,8076,2.0,0,0,3,8,2250,0,1995,0,98038,47.3667,-122.041,2180,7244,361641.89
1926,20140825T000000,3,2.0,1830,3500,1.5,0,0,5,7,1290,540,1909,0,98116,47.573,-122.383,1530,4000,539010.77
1927,20140827T000000,4,3.75,3830,41263,2.0,0,0,4,11,3830,0,1990,0,98077,47.7237,-122.042,5600,56568,1077126.4
1928,20141120T000000,2,1.0,1040,3200,1.0,0,0,3,7,1040,0,1926,0,98103,47.6558,-122.334,1890,4000,572661.0
1929,20140527T000000,5,3.0,2840,7199,1.0,0,0,3,7,1710,1130,2003,0,98178,47.5065,-122.275,2210,10800,395298.22
1930,20141208T000000,4,2.75,3800,9606,2.0,0,0,3,9,3800,0,2008,0,98011,47.7368,-122.208,3400,9677,915904.3
1931,20150421T000000,3,1.75,2320,55847,1.0,0,2,4,8,2320,0,1960,0,98001,47.3121,-122.253,2400,26112,454326.56
1932,20140811T000000,2,1.0,770,2191,1.0,0,0,3,6,770,0,1937,0,98108,47.5512,-122.323,940,5000,300772.1
1933,20150324T000000,3,1.0,1280,3900,1.0,0,0,4,7,1280,0,1921,0,98103,47.6545,-122.336,2020,4560,618032.76
1934,20141204T000000,3,2.25,1830,7500,1.0,0,0,4,7,1330,500,1968,0,98155,47.7574,-122.31,1830,8720,418790.5
1935,20141219T000000,3,2.0,1640,9234,1.0,0,0,5,7,1060,580,1967,0,98118,47.5162,-122.274,2230,10354,358979.49
1936,20141209T000000,5,3.5,5150,12230,2.0,0,2,3,10,3700,1450,2007,0,98008,47.6249,-122.09,2940,13462,1287512.08
1937,20141112T000000,4,2.5,3390,7870,2.0,0,0,3,8,3390,0,2014,0,98188,47.4536,-122.274,1960,10069,507037.55
1938,20140604T000000,3,1.0,1170,11000,1.0,0,0,2,6,1170,0,1980,0,98019,47.7346,-121.983,1590,10894,323122.42
1939,20141215T000000,5,2.25,2460,8710,1.0,0,0,4,8,1330,1130,1976,0,98052,47.6651,-122.15,2460,8870,636581.4
1940,20140905T000000,3,3.75,2380,3600,1.5,0,0,3,7,1690,690,1927,0,98112,47.6374,-122.307,1990,3520,763302.83
1941,20141107T000000,4,2.5,3270,9578,2.0,0,0,3,9,3270,0,1993,0,98027,47.5373,-122.051,3120,8784,781775.76
1942,20150302T000000,2,1.5,1440,22081,2.0,0,0,3,7,1440,0,1990,0,98019,47.7698,-121.896,1440,19544,353645.75
1943,20150124T000000,4,4.5,4060,10800,2.0,0,0,3,10,4060,0,2007,0,98188,47.4241,-122.29,1830,9768,781203.62
1944,20140731T000000,3,1.5,1900,9737,1.0,0,0,4,7,1200,700,1968,0,98031,47.4125,-122.207,1670,9737,259992.2
1945,20140519T000000,3,1.75,2010,4905,1.0,0,0,5,7,1230,780,1912,0,98122,47.6105,-122.309,2210,1834,668568.0
1946,20141103T000000,2,2.5,1780,1311,3.0,0,0,3,8,1350,430,2005,0,98103,47.6962,-122.34,1390,1227,468384.4
